user_id,platform,marketing_source,user_segment,variant,application_started,kyc_completed,account_opened,first_purchase,engaged_30d,active_at_90_days,resumed_usage_90d,purchases_30d,spend_30_days
C0344,iOS,Organic,Small Business,Treatment,1,1,0,0,0,0,0,0,0.00
C0345,Android,Referral,Young Professional,Control,1,0,0,0,0,0,0,0,0.00
C0346,Android,Referral,Young Professional,Treatment,1,1,0,0,0,0,0,0,0.00
C0347,Web,Paid Search,Student,Control,1,0,0,0,0,0,0,0,0.00
C0348,Web,Paid Search,Student,Treatment,1,1,0,0,0,0,0,0,0.00
C0349,iOS,Organic,Family,Control,1,0,0,0,0,0,0,0,0.00
C0350,iOS,Organic,Family,Treatment,1,1,0,0,0,0,0,0,0.00
C0351,Android,Referral,Small Business,Control,1,0,0,0,0,0,0,0,0.00
C0352,Android,Referral,Small Business,Treatment,1,1,0,0,0,0,0,0,0.00
C0353,Web,Paid Search,Young Professional,Control,1,0,0,0,0,0,0,0,0.00
C0354,Web,Paid Search,Young Professional,Treatment,1,1,0,0,0,0,0,0,0.00
C0355,iOS,Organic,Student,Control,1,0,0,0,0,0,0,0,0.00
C0356,iOS,Organic,Student,Treatment,1,1,0,0,0,0,0,0,0.00
C0357,Android,Referral,Family,Control,1,0,0,0,0,0,0,0,0.00
C0358,Android,Referral,Family,Treatment,1,1,0,0,0,0,0,0,0.00
C0359,Web,Paid Search,Small Business,Control,1,0,0,0,0,0,0,0,0.00
C0360,Web,Paid Search,Small Business,Treatment,1,1,0,0,0,0,0,0,0.00
C0361,iOS,Organic,Young Professional,Control,1,0,0,0,0,0,0,0,0.00
C0362,iOS,Organic,Young Professional,Treatment,1,0,0,0,0,0,0,0,0.00
C0363,Android,Referral,Student,Control,1,0,0,0,0,0,0,0,0.00
C0364,Android,Referral,Student,Treatment,1,0,0,0,0,0,0,0,0.00
C0365,Web,Paid Search,Family,Control,1,0,0,0,0,0,0,0,0.00
C0366,Web,Paid Search,Family,Treatment,1,0,0,0,0,0,0,0,0.00
C0367,iOS,Organic,Small Business,Control,1,0,0,0,0,0,0,0,0.00
C0368,iOS,Organic,Small Business,Treatment,1,0,0,0,0,0,0,0,0.00
C0369,Android,Referral,Young Professional,Control,1,0,0,0,0,0,0,0,0.00
C0370,Android,Referral,Young Professional,Treatment,1,0,0,0,0,0,0,0,0.00
C0371,Web,Paid Search,Student,Control,1,0,0,0,0,0,0,0,0.00
C0372,Web,Paid Search,Student,Treatment,1,0,0,0,0,0,0,0,0.00
C0373,iOS,Organic,Family,Control,1,0,0,0,0,0,0,0,0.00
C0374,iOS,Organic,Family,Treatment,1,0,0,0,0,0,0,0,0.00
C0375,Android,Referral,Small Business,Control,1,0,0,0,0,0,0,0,0.00
C0376,Android,Referral,Small Business,Treatment,1,0,0,0,0,0,0,0,0.00
C0377,Web,Paid Search,Young Professional,Control,1,0,0,0,0,0,0,0,0.00
C0378,Web,Paid Search,Young Professional,Treatment,1,0,0,0,0,0,0,0,0.00
C0379,iOS,Organic,Student,Control,1,0,0,0,0,0,0,0,0.00
C0380,iOS,Organic,Student,Treatment,1,0,0,0,0,0,0,0,0.00
C0381,Android,Referral,Family,Control,1,0,0,0,0,0,0,0,0.00
C0382,Android,Referral,Family,Treatment,1,0,0,0,0,0,0,0,0.00
C0383,Web,Paid Search,Small Business,Control,1,0,0,0,0,0,0,0,0.00
C0384,Web,Paid Search,Small Business,Treatment,1,0,0,0,0,0,0,0,0.00
C0385,iOS,Organic,Young Professional,Control,1,0,0,0,0,0,0,0,0.00
C0386,iOS,Organic,Young Professional,Treatment,1,0,0,0,0,0,0,0,0.00
C0387,Android,Referral,Student,Control,1,0,0,0,0,0,0,0,0.00
C0388,Android,Referral,Student,Treatment,1,0,0,0,0,0,0,0,0.00
C0389,Web,Paid Search,Family,Control,1,0,0,0,0,0,0,0,0.00
C0390,Web,Paid Search,Family,Treatment,1,0,0,0,0,0,0,0,0.00
C0391,iOS,Organic,Small Business,Control,1,0,0,0,0,0,0,0,0.00
C0392,iOS,Organic,Small Business,Treatment,1,0,0,0,0,0,0,0,0.00
C0393,Android,Referral,Young Professional,Control,1,0,0,0,0,0,0,0,0.00
C0394,Android,Referral,Young Professional,Treatment,1,0,0,0,0,0,0,0,0.00
C0395,Web,Paid Search,Student,Control,1,0,0,0,0,0,0,0,0.00
C0396,Web,Paid Search,Student,Treatment,1,0,0,0,0,0,0,0,0.00
C0397,iOS,Organic,Family,Control,1,0,0,0,0,0,0,0,0.00
C0398,iOS,Organic,Family,Treatment,1,0,0,0,0,0,0,0,0.00
C0399,Android,Referral,Small Business,Control,1,0,0,0,0,0,0,0,0.00
C0400,Android,Referral,Small Business,Treatment,1,0,0,0,0,0,0,0,0.00
